ID,cog_num_1,cog_num_2,cog_num_3,cog_num_4,cog_num_5,cog_num_6,cog_ver_1,cog_ver_2,cog_ver_3,cog_ver_4,cog_ver_5,cog_ver_6,cog_abs_1,cog_abs_2,cog_abs_3,cog_abs_4,cog_abs_5,cog_abs_6,fdt_achiev,fdt_activ,fdt_altr,fdt_anger,fdt_anxie,fdt_assert,fdt_compet,fdt_compl,fdt_delib,fdt_depr,fdt_dutif,fdt_entit,fdt_excite,fdt_fant,fdt_gregar,fdt_impul,fdt_indiff,fdt_modest,fdt_order,fdt_self-ass,fdt_self-dis,fdt_shame,fdt_straight,fdt_tender,fdt_trust,fdt_vulner,fdt_warm
participant432,9,6,5,2,10,7,6,5,7,4,9,1,7,2,8,3,3,6,3,2,2,1,1,5,2,5,4,2,3,2,5,4,5,3,2,4,5,3,4,4,4,3,2,5,5
participant433,6,7,3,3,6,2,5,2,10,7,3,7,3,5,6,8,2,5,3,1,4,3,4,1,5,4,1,1,3,2,1,3,5,4,2,4,3,5,3,2,4,1,4,4,4
participant434,4,2,10,10,9,4,6,1,1,8,3,2,5,1,10,6,3,7,4,4,1,5,5,2,3,3,4,2,4,5,3,3,1,1,1,4,5,1,2,1,5,2,1,2,5
participant435,7,9,9,2,10,2,8,6,10,5,6,2,6,7,10,4,2,8,2,1,4,1,5,4,5,2,4,3,1,5,2,5,2,3,1,4,3,1,2,5,2,1,1,2,3
participant436,10,5,3,10,7,1,9,8,8,3,6,3,9,5,3,9,2,4,4,3,1,1,2,4,1,3,3,1,2,5,3,3,2,2,3,3,5,5,3,3,1,4,4,2,2
participant437,3,2,3,4,4,10,8,9,6,3,10,4,1,10,2,10,8,4,3,3,1,3,1,1,3,4,2,3,5,4,2,4,4,3,2,1,5,5,2,2,1,2,2,5,1
participant438,2,8,6,6,8,3,3,3,2,1,2,4,1,3,3,6,7,2,5,2,2,4,1,3,5,3,5,3,4,3,1,4,4,4,3,5,4,1,4,4,4,1,4,5,3
participant439,8,1,2,4,9,10,3,2,1,10,9,3,3,6,3,9,9,10,3,4,3,3,2,2,5,5,1,4,1,5,2,4,3,4,1,2,2,1,3,1,3,4,5,1,3
participant440,6,8,8,9,2,2,4,9,3,5,7,3,2,1,2,9,7,9,3,3,5,5,5,4,3,2,5,3,2,4,1,2,3,4,3,2,3,1,1,3,5,5,5,4,2
participant441,3,3,1,7,4,10,4,6,2,6,2,1,6,4,1,1,9,2,2,5,3,3,3,3,4,5,5,4,5,5,4,2,2,3,5,2,5,3,4,1,5,3,5,2,2
participant442,5,9,7,6,6,3,7,9,10,3,7,2,4,2,4,3,1,7,3,5,5,5,1,1,4,3,1,3,3,1,3,3,4,5,5,3,5,4,3,4,2,5,3,1,3
participant443,2,3,3,2,7,10,8,9,7,9,6,2,1,1,7,10,4,10,3,5,4,1,5,5,1,3,2,2,3,2,4,2,5,2,1,2,3,3,3,3,5,3,5,1,2
participant444,7,8,9,6,5,5,1,4,10,2,4,9,8,9,9,3,5,3,2,4,4,3,3,5,3,5,2,1,3,4,3,5,5,5,3,2,1,2,2,5,2,1,4,3,5
participant445,2,7,1,4,10,1,9,5,7,4,8,4,8,4,6,6,9,10,3,5,3,2,1,5,5,3,2,4,1,5,4,1,5,1,2,2,2,3,5,3,5,2,1,5,5
participant446,5,7,9,5,4,8,1,7,9,5,1,3,1,3,10,3,4,1,5,4,4,3,5,5,3,1,3,1,1,3,4,1,5,1,1,1,4,5,3,1,5,4,5,5,4
participant447,10,4,1,1,8,2,7,1,4,3,7,3,4,6,2,10,1,9,4,1,5,5,5,3,2,4,3,2,2,3,5,2,2,2,5,3,3,5,2,1,2,1,4,3,3
participant448,7,9,8,4,10,5,7,2,1,4,6,8,7,4,3,10,5,10,1,5,5,5,3,3,1,1,1,1,4,2,1,5,3,1,1,5,3,4,5,1,2,3,2,2,2
participant449,6,9,5,8,1,5,6,6,5,2,5,9,7,5,9,6,2,10,4,5,1,4,2,4,1,4,5,4,3,2,5,1,4,5,5,4,5,5,4,3,1,1,1,1,4
participant450,3,1,8,3,2,8,6,6,8,8,10,2,1,1,3,7,3,9,2,3,1,1,3,2,4,5,5,3,1,2,4,2,1,5,3,4,3,5,1,4,3,2,4,5,3
participant451,5,6,6,4,3,7,7,5,2,4,4,10,3,2,1,6,8,1,1,2,4,4,3,1,2,5,2,5,4,4,5,3,5,3,2,5,3,5,3,5,1,3,3,2,2
participant452,6,10,7,8,8,5,5,8,10,4,6,4,10,4,6,3,9,10,2,1,3,2,5,4,4,3,1,5,4,4,4,5,4,2,1,2,2,3,3,4,4,5,1,2,2
participant453,1,5,4,4,2,4,10,3,10,10,10,2,1,5,1,10,1,6,5,1,4,5,2,4,4,2,2,4,4,5,5,5,3,1,1,4,3,5,4,2,5,5,5,4,3
participant454,2,9,4,9,9,3,2,3,3,6,6,9,3,8,5,3,2,8,3,4,5,5,2,2,1,2,1,1,4,1,3,1,2,5,5,2,2,5,3,1,2,1,5,1,2
participant455,10,3,10,5,5,5,4,9,7,3,5,9,1,1,4,6,10,6,4,2,5,5,2,5,2,3,2,4,3,2,2,4,4,3,2,2,1,2,5,2,2,4,5,2,5
participant456,7,10,5,2,3,3,3,2,5,3,4,10,6,6,5,3,2,8,5,3,2,3,1,5,1,4,2,5,1,5,1,3,5,3,1,2,3,1,4,1,4,2,4,5,2
participant457,1,5,1,9,5,6,6,4,3,9,2,10,8,10,10,9,6,1,1,3,5,3,3,4,1,2,2,1,2,2,5,4,1,5,1,4,1,1,3,5,5,2,5,3,1
participant458,10,2,5,8,10,10,2,1,4,6,1,6,7,7,4,3,5,6,4,2,4,4,2,2,5,2,2,5,5,4,4,2,1,3,3,4,3,5,2,3,1,4,1,4,1
participant459,9,10,8,8,6,3,7,3,7,1,6,5,1,9,5,3,8,6,3,5,2,2,4,1,5,2,3,5,3,2,3,2,3,4,2,2,4,2,5,4,1,2,2,4,1
participant460,7,3,9,10,6,6,1,7,7,1,8,5,9,9,3,1,3,5,3,4,2,2,1,1,4,1,1,5,4,3,3,4,2,3,3,2,3,2,5,4,4,5,2,1,4
participant461,1,7,10,1,5,8,3,6,10,6,1,8,10,4,3,3,4,3,1,1,1,3,4,3,4,3,4,3,2,1,3,5,1,4,2,1,4,5,5,4,2,3,5,3,4
participant462,3,4,6,3,1,9,1,9,5,6,9,1,1,7,10,7,6,4,1,2,2,2,1,4,2,5,1,2,5,1,3,1,1,3,2,3,3,2,5,3,4,3,2,4,5
participant463,2,10,1,7,6,1,5,7,7,9,2,1,5,2,4,8,9,7,5,2,1,3,2,1,1,2,4,4,2,3,5,2,4,4,2,5,3,4,2,2,4,5,5,2,1
participant464,7,8,10,5,6,5,1,8,7,4,9,6,5,2,7,5,2,3,5,5,2,1,1,4,5,4,1,4,5,1,1,1,1,4,5,5,2,2,1,3,1,4,1,2,2
participant465,7,1,6,3,2,6,8,2,8,10,6,7,6,5,5,10,5,4,3,1,5,3,5,4,2,5,5,2,1,5,4,1,1,4,4,4,5,2,4,1,4,1,3,4,1
participant466,1,1,1,7,8,4,2,6,6,6,2,4,9,6,1,5,5,7,5,5,4,4,3,4,2,1,2,2,3,1,1,4,1,2,2,3,4,3,5,2,5,4,3,2,4
participant467,1,10,10,2,5,4,4,5,5,2,6,8,9,2,7,7,1,3,5,3,3,2,1,5,2,4,4,2,4,2,5,1,2,3,3,5,3,3,4,1,3,4,3,4,4
participant468,5,6,2,1,8,5,4,7,9,4,6,5,9,2,2,7,2,4,4,1,4,5,4,1,3,5,5,4,3,3,2,4,5,4,1,5,5,3,5,2,4,3,5,1,3
participant469,3,7,10,3,2,6,8,3,3,8,3,3,2,5,5,8,5,2,1,4,3,1,3,5,1,3,4,5,2,4,5,2,1,3,1,1,2,3,4,4,3,2,1,1,3
participant470,2,3,7,4,5,2,2,6,3,7,2,6,7,7,3,2,8,3,3,2,3,5,3,3,3,1,5,3,3,5,3,4,1,5,3,1,4,5,4,5,3,2,2,1,5
participant471,7,1,8,10,6,6,6,10,2,9,7,2,3,8,4,5,6,10,2,5,5,5,4,2,2,1,1,2,3,4,3,3,1,3,3,4,1,2,4,1,3,5,4,4,2
participant472,4,4,8,8,7,10,1,10,7,10,5,1,5,5,5,10,3,9,2,2,1,3,5,2,1,1,2,1,3,5,3,1,5,4,5,1,5,2,2,2,2,3,3,4,3
participant473,9,2,7,4,4,3,10,1,5,10,4,4,9,10,1,4,3,7,3,1,4,4,1,4,5,2,1,2,3,4,1,1,1,5,2,1,2,5,1,5,4,1,3,3,5
participant474,1,8,2,9,2,3,4,7,3,10,10,1,6,3,2,7,2,9,1,1,2,3,5,5,3,1,4,2,2,5,4,5,5,5,3,3,2,4,5,3,3,3,3,2,3
participant475,7,10,1,7,7,7,5,8,6,8,9,10,5,2,8,5,4,10,3,2,4,5,2,5,5,2,5,4,4,3,4,2,1,3,3,5,3,2,5,3,2,4,1,4,3
participant476,6,2,7,5,6,5,4,9,10,4,7,5,7,7,3,9,5,9,5,3,4,2,5,2,4,1,3,5,4,5,4,5,2,3,5,4,2,4,1,5,5,5,5,2,1
participant477,2,2,7,2,7,7,2,3,8,10,5,5,4,5,4,4,10,1,4,3,1,4,4,5,5,3,1,3,1,4,2,2,5,2,5,3,5,4,4,1,3,4,5,3,3
participant478,6,1,7,10,3,7,4,4,7,10,4,3,10,5,3,1,9,8,5,4,3,1,1,1,1,2,5,5,4,3,5,5,4,3,1,4,4,4,5,4,5,2,3,2,4
participant479,9,2,10,3,6,1,4,4,9,5,5,5,7,1,7,3,1,2,4,1,4,5,2,4,2,2,2,3,1,4,1,2,4,3,2,2,3,4,5,1,2,2,4,1,3
participant480,4,7,4,4,9,6,5,2,10,9,3,6,8,8,8,7,6,2,5,3,4,3,1,4,3,5,4,2,1,1,2,1,1,4,2,1,5,3,3,4,1,3,5,2,2
participant481,8,5,5,6,10,2,10,10,8,4,1,6,10,9,9,7,8,3,4,2,4,5,5,5,3,1,3,5,1,5,3,3,3,2,5,5,2,2,5,5,3,1,3,5,2
participant482,5,1,6,4,6,9,6,5,8,8,7,1,1,4,10,3,9,4,5,1,3,2,5,5,5,2,5,3,5,1,1,5,2,1,1,5,2,1,3,5,3,1,5,4,5
participant483,1,9,8,5,3,1,4,9,3,1,5,9,10,4,2,5,5,10,3,4,1,1,4,5,2,2,1,4,1,1,1,5,3,5,3,2,1,1,3,5,1,2,1,2,1
participant484,1,3,9,9,1,1,2,5,4,5,10,6,10,10,6,10,9,8,5,3,1,3,1,2,3,3,1,1,1,3,3,2,3,4,4,4,5,3,5,5,2,3,1,5,5
participant485,4,6,6,7,7,4,6,1,2,3,5,6,10,10,5,5,5,4,3,1,4,3,3,5,1,2,2,2,2,5,2,5,2,2,2,1,3,3,1,5,4,5,3,3,5
participant486,1,3,5,6,8,7,6,7,3,3,5,9,6,4,4,7,4,6,2,2,1,3,2,3,1,2,1,4,2,4,2,5,2,1,1,4,3,2,4,3,3,4,1,2,3
participant487,4,10,4,8,10,7,10,6,7,1,1,6,10,8,3,8,5,10,4,4,5,5,4,3,2,1,2,4,2,2,2,4,5,4,2,5,5,5,5,1,5,5,4,4,1
participant488,6,8,9,3,8,1,3,6,2,1,8,6,2,8,6,2,3,1,1,4,5,1,1,2,2,3,3,2,4,5,1,1,5,5,1,1,3,1,1,3,5,4,3,1,2
participant489,9,5,8,8,6,4,9,8,4,8,4,1,4,2,4,8,10,8,3,2,3,1,1,3,1,4,2,3,2,2,1,4,5,2,5,1,2,3,5,4,4,3,1,2,4
participant490,9,8,9,4,7,8,3,3,1,6,1,1,3,3,7,6,8,1,4,5,2,5,5,4,5,3,2,3,4,4,1,5,3,2,3,5,3,4,5,4,5,3,2,2,2
participant491,2,9,3,3,7,9,3,6,2,4,6,2,2,9,2,7,9,5,4,5,4,3,1,1,1,3,5,4,4,2,1,5,2,4,5,5,4,2,1,2,5,4,4,4,3
participant492,3,7,9,8,5,3,3,5,7,6,4,4,8,5,1,1,8,7,5,4,3,1,5,1,3,2,3,1,2,2,4,5,5,3,4,2,2,3,4,1,3,5,2,1,2
participant493,9,5,8,5,3,8,10,3,1,2,9,10,1,3,4,8,5,7,5,1,3,1,2,4,3,5,5,1,4,3,4,4,1,1,4,5,1,5,5,2,5,1,1,4,5
participant494,6,3,4,7,2,7,10,10,2,7,4,6,2,10,6,8,10,10,3,3,4,3,3,1,1,2,1,2,1,5,3,4,5,2,3,4,1,1,2,5,2,1,4,3,4
participant495,8,4,9,3,5,5,10,5,5,6,8,7,10,5,9,10,10,4,5,3,1,4,5,1,2,3,5,1,3,2,3,5,1,1,5,1,3,2,1,4,4,1,4,2,3
participant496,6,5,4,4,10,10,7,7,5,3,3,1,3,2,10,1,6,8,1,5,1,1,2,2,1,5,4,5,1,5,4,2,4,5,3,5,5,4,5,5,1,2,4,2,2
participant497,2,8,9,10,6,8,3,7,8,3,2,8,8,7,6,3,4,1,3,3,4,2,2,2,3,4,2,3,5,3,2,5,3,1,1,2,4,4,1,2,3,3,3,2,2
participant498,10,6,7,4,5,7,8,7,8,2,9,4,3,1,7,6,10,2,4,3,4,1,3,5,2,3,4,3,4,1,1,4,2,4,5,5,2,4,4,3,1,2,3,5,3
participant499,2,8,8,3,4,1,4,9,9,3,7,9,5,7,3,1,3,8,5,2,4,4,2,4,1,5,1,5,1,3,1,2,1,4,5,1,5,2,1,4,4,4,4,3,1
participant500,3,7,4,5,8,1,4,7,7,5,4,1,8,2,6,5,8,8,5,3,5,3,5,2,2,2,4,5,4,1,2,5,1,3,1,2,4,1,4,1,2,4,5,4,1
